"cors","focal","sqq","nyears"
-0.0346445395343972,"901","826",21
0.22433086954155,"901","716",21
0.251442356780355,"901","861",21
-0.299180117972339,"901","936",21
-0.113391860248485,"901","865",21
-0.223935113989229,"901","713",21
0.28328295767292,"901","828",21
-0.19874525402669,"901","789",21
-0.00504125015992803,"901","749",21
-0.226281938430567,"901","788",21
-0.0476220766371891,"901","938",21
-0.109823941137845,"901","823",21
-0.11244060535954,"901","750",21
-0.107065425208144,"901","825",21
-0.0266337014260281,"901","898",21
-0.023261397525352,"901","935",21
-0.0042138093546554,"901","822",21
-0.422732840284145,"901","787",21
-0.354574033873832,"901","604",21
-0.294395522467619,"901","679",21
-0.0788529658268478,"901","714",21
0.12686941282631,"901","934",21
-0.0715293618945349,"901","824",21
1,"864","864",21
-0.443601377600686,"864","715",21
-0.258242332909616,"864","752",21
-0.395706277651339,"864","641",21
0.370415589248206,"864","902",21
-0.290207626868309,"864","790",21
-0.183972381672535,"864","826",21
-0.0685510021743697,"864","716",21
0.0809076450562003,"864","861",21
-0.231828047769572,"864","936",21
0.123659535547708,"864","865",21
-0.106394923134896,"864","713",21
0.0231380992200399,"864","828",21
-0.339979220705671,"864","789",21
0.175681057639978,"864","749",21
0.356798465055956,"864","788",21
-0.0254259392594765,"864","938",21
-0.164801364771494,"864","823",21
-0.197809117017591,"864","750",21
-0.223480226633646,"864","825",21
-0.243937153186786,"864","898",21
-0.28769691203753,"864","935",21
-0.241576079462129,"864","822",21
-0.0534896241308105,"864","787",21
0.167813039029883,"864","604",21
-0.12785614452011,"864","679",21
-0.179098333201584,"864","714",21
-0.103272887417483,"864","934",21
-0.125665397192013,"864","824",21
1,"715","715",21
0.26974422984672,"715","752",21
0.542422004111238,"715","641",21
-0.0365524163095535,"715","902",21
0.0018917711069822,"715","790",21
0.329198144607113,"715","826",21
0.349978799358342,"715","716",21
0.0320211836709711,"715","861",21
0.365362601481854,"715","936",21
0.109766453242473,"715","865",21
0.120240706490361,"715","713",21
-0.119110487175355,"715","828",21
0.332781299110103,"715","789",21
-0.282006072629528,"715","749",21
-0.358671913568216,"715","788",21
-0.038383294009542,"715","938",21
0.3336812322895,"715","823",21
0.429586523689834,"715","750",21
0.283626329552738,"715","825",21
-0.0879131818707574,"715","898",21
0.323526595082802,"715","935",21
-0.094204599999092,"715","822",21
0.0539617976050503,"715","787",21
0.0625102001400591,"715","604",21
-0.0534165335383884,"715","679",21
0.186011832033707,"715","714",21
0.086347769122605,"715","934",21
0.0257077262399185,"715","824",21
1,"752","752",21
0.205029872907076,"752","641",21
-0.12202469459591,"752","902",21
0.520247260398811,"752","790",21
0.28761912388137,"752","826",21
0.420590916955209,"752","716",21
-0.172721889655341,"752","861",21
-0.0403199511777149,"752","936",21
0.17646997396464,"752","865",21
-0.153860290311017,"752","713",21
-0.233376002785303,"752","828",21
0.443412366479424,"752","789",21
-0.0530423345208512,"752","749",21
-0.594181611272259,"752","788",21
-0.288690318390602,"752","938",21
-0.137459603134484,"752","823",21
0.115096585346806,"752","750",21
0.585296333817564,"752","825",21
0.273993196153188,"752","898",21
0.608800712477962,"752","935",21
0.234718980125781,"752","822",21
0.426557032562368,"752","787",21
0.31151974344243,"752","604",21
0.260120555920557,"752","679",21
0.284990197326897,"752","714",21
0.136263135315876,"752","934",21
0.136038441178142,"752","824",21
1,"641","641",21
-0.480609610621728,"641","902",21
-0.295744396383185,"641","790",21
0.0332566189272124,"641","826",21
0.553146860521917,"641","716",21
-0.151343522819846,"641","861",21
0.196119808756819,"641","936",21
0.0875452663602014,"641","865",21
0.123866166231407,"641","713",21
-0.110666772888494,"641","828",21
0.0859723209377871,"641","789",21
0.120012628684805,"641","749",21
-0.131141578250221,"641","788",21
-0.0482205729640357,"641","938",21
0.229861565571795,"641","823",21
-0.0861172814294044,"641","750",21
0.0802781569272996,"641","825",21
-0.0198015869489339,"641","898",21
-0.0207951169206013,"641","935",21
0.0669523500820902,"641","822",21
0.0908944153175358,"641","787",21
0.111616933983444,"641","604",21
-0.150329363261682,"641","679",21
0.166958205980094,"641","714",21
-0.0455851594161612,"641","934",21
-0.0454471254176013,"641","824",21
1,"902","902",21
0.189741931328407,"902","790",21
0.335744173978441,"902","826",21
-0.270150108349739,"902","716",21
0.636122707683036,"902","861",21
-0.139342958739929,"902","936",21
0.0965350648467293,"902","865",21
-0.0531407842292731,"902","713",21
0.413560163131279,"902","828",21
-0.270181757727556,"902","789",21
-0.086719009907854,"902","749",21
0.0417834481900516,"902","788",21
0.0953565676802553,"902","938",21
0.00575146042558056,"902","823",21
0.19175852358015,"902","750",21
-0.00912186746289788,"902","825",21
-0.00940740279953717,"902","898",21
-0.143595277915243,"902","935",21
0.103185590875587,"902","822",21
-0.521848128999421,"902","787",21
-0.377079120449437,"902","604",21
-0.0962538633760538,"902","679",21
0.142939247724408,"902","714",21
0.267372817789383,"902","934",21
0.138726569901431,"902","824",21
1,"790","790",21
0.131951657020254,"790","826",21
-0.100971032489452,"790","716",21
0.135152472693086,"790","861",21
-0.16486677828197,"790","936",21
-0.130554269719717,"790","865",21
